Gene	Ensembl	MGI	Sum
Gstp3	true	true	2
Gstt1	true	true	2
Gstt3	true	true	2
Gtsf2	true	true	2
Gucy2d	true	true	2
Gvin1	true	true	2
H2ac11	true	true	2
H2ac23	true	true	2
H2ac24	true	true	2
H2ac4	true	true	2
H2ac8	true	true	2
H2al1n	true	true	2
H2al3	true	true	2
H2bc11	true	true	2
H2bc15	true	true	2
H2bc24	true	true	2
H2bc4	true	true	2
H2bc7	true	true	2
H2bl1	true	true	2
H3c10	true	true	2
H3c6	true	true	2
H4c11	true	true	2
H4c14	true	true	2
H4c18	true	true	2
H4c2	true	true	2
H4c3	true	true	2
H4c6	true	true	2
H4c8	true	true	2
H4c9	true	true	2
H60b	true	true	2
Hbb-bs	true	true	2
Hsf3	true	true	2
Hspe1-rs1	true	true	2
Htr5b	true	true	2
I0C0044D17Rik	true	true	2
Ifi208	true	true	2
Ifi213	true	true	2
Ifi214	true	true	2
Ifi47	true	true	2
Ifitm6	true	true	2
Iigp1	true	true	2
Iqcf4	true	true	2
Kap	true	true	2
Kif19b	true	true	2
Klra1	true	true	2
Klra10	true	true	2
Klra17	true	true	2
Klra2	true	true	2
Klra3	true	true	2
Klra4	true	true	2
Klra5	true	true	2
Klra6	true	true	2
Klra7	true	true	2
Klra8	true	true	2
Klra9	true	true	2
Krt42	true	true	2
Krtap14	true	true	2
Krtap19-1	true	true	2
Krtap19-9b	true	true	2
Krtap21-1	true	true	2
Krtap22-2	true	true	2
Krtap28-10	true	true	2
Krtap28-13	true	true	2
Krtap31-1	true	true	2
Krtap31-2	true	true	2
Krtap5-3	true	true	2
Krtap6-1	true	true	2
Krtap6-2	true	true	2
Krtap6-3	true	true	2
Lamtor3-ps	true	true	2
Lao1	true	true	2
Lce1a1	true	true	2
Lce1a2	true	true	2
Lce1b	true	true	2
Lce1c	true	true	2
Lce1d	true	true	2
Lce1h	true	true	2
Lce1i	true	true	2
Lce1j	true	true	2
Lce1k	true	true	2
Lce1l	true	true	2
Lce1m	true	true	2
Lcn11	true	true	2
Lcn5	true	true	2
Lilr4b	true	true	2
Lipo1	true	true	2
Lipo2	true	true	2
Lipo3	true	true	2
Lipo4	true	true	2
Luzp4	true	true	2
Ly6g	true	true	2
Ly6g2	true	true	2
Ly6g6g	true	true	2
Ly6m	true	true	2
Lypd11	true	true	2
Lypd8l	true	true	2
Mageb11	true	true	2
Magec2	true	true	2
Mcpt1	true	true	2
Mcpt2	true	true	2
Mcpt4	true	true	2
Mcpt8	true	true	2
Mcpt9	true	true	2
Mgat4f	true	true	2
Mill1	true	true	2
Mptx2	true	true	2
Mrgprh	true	true	2
Ms4a19	true	true	2
Ms4a20	true	true	2
Msx3	true	true	2
Mucl1	true	true	2
Mup1	true	true	2
Mup10	true	true	2
Mup11	true	true	2
Mup12	true	true	2
Mup14	true	true	2
Mup15	true	true	2
Mup16	true	true	2
Mup17	true	true	2
Mup18	true	true	2
Mup19	true	true	2
Mup2	true	true	2
Mup20	true	true	2
Mup21	true	true	2
Mup22	true	true	2
Mup3	true	true	2
Mup4	true	true	2
Mup5	true	true	2
Mup6	true	true	2
Mup7	true	true	2
Mup8	true	true	2
Mup9	true	true	2
Ngp	true	true	2
Nt5el	true	true	2
Obox1	true	true	2
Obox2	true	true	2
Obox3	true	true	2
Obox5	true	true	2
Obox6	true	true	2
Obox7	true	true	2
Obox8	true	true	2
Obp1a	true	true	2
Obp1b	true	true	2
Olfr1002	true	true	2
Olfr1009	true	true	2
Olfr1012	true	true	2
Olfr1014	true	true	2
Olfr1018	true	true	2
Olfr1024	true	true	2
Olfr1025-ps1	true	true	2
Olfr1026	true	true	2
Olfr1030	true	true	2
Olfr1037	true	true	2
Olfr104-ps	true	true	2
Olfr1043	true	true	2
Olfr1044	true	true	2
Olfr105-ps	true	true	2
Olfr1055	true	true	2
Olfr1056	true	true	2
Olfr106-ps	true	true	2
Olfr107	true	true	2
Olfr108	true	true	2
Olfr1105	true	true	2
Olfr1106	true	true	2
Olfr1107	true	true	2
Olfr1109	true	true	2
Olfr1110	true	true	2
Olfr1112	true	true	2
Olfr1113	true	true	2
Olfr1115	true	true	2
Olfr112	true	true	2
Olfr1120	true	true	2
Olfr1121	true	true	2
Olfr1124	true	true	2
Olfr1126	true	true	2
Olfr1128	true	true	2
Olfr1129	true	true	2
Olfr113	true	true	2
Olfr1130	true	true	2
Olfr1133	true	true	2
Olfr1134	true	true	2
Olfr114	true	true	2
Olfr1145	true	true	2
Olfr1148	true	true	2
Olfr115	true	true	2
Olfr1150-ps1	true	true	2
Olfr1154	true	true	2
Olfr1158	true	true	2
Olfr116	true	true	2
Olfr1160	true	true	2
Olfr1164	true	true	2
Olfr1166	true	true	2
Olfr1167	true	true	2
Olfr1168	true	true	2
Olfr117	true	true	2
Olfr1170	true	true	2
Olfr1176	true	true	2
Olfr1177-ps	true	true	2
Olfr1178	true	true	2
Olfr1179	true	true	2
Olfr118	true	true	2
Olfr1181	true	true	2
Olfr1182	true	true	2
Olfr1183	true	true	2
Olfr1184	true	true	2
Olfr1185-ps1	true	true	2
Olfr1186	true	true	2
Olfr1188	true	true	2
Olfr119	true	true	2
Olfr1196	true	true	2
Olfr1197	true	true	2
Olfr1198	true	true	2
Olfr12	true	true	2
Olfr120	true	true	2
Olfr1200	true	true	2
Olfr1208	true	true	2
Olfr121	true	true	2
Olfr122	true	true	2
Olfr123	true	true	2
Olfr1231	true	true	2
Olfr1233	true	true	2
Olfr1239	true	true	2
Olfr124	true	true	2
Olfr126	true	true	2
Olfr127	true	true	2
Olfr1275	true	true	2
Olfr1276	true	true	2
Olfr1277	true	true	2
Olfr1278	true	true	2
Olfr1279	true	true	2
Olfr128	true	true	2
Olfr1280	true	true	2
Olfr1281	true	true	2
Olfr1282	true	true	2
Olfr1283	true	true	2
Olfr1284	true	true	2
Olfr1286	true	true	2
Olfr1287	true	true	2
Olfr1288	true	true	2
Olfr129	true	true	2
Olfr1290	true	true	2
Olfr1294	true	true	2
Olfr1295	true	true	2
Olfr1297	true	true	2
Olfr1298	true	true	2
Olfr1299	true	true	2
Olfr130	true	true	2
Olfr1301	true	true	2
Olfr1302	true	true	2
Olfr1306	true	true	2
Olfr1307	true	true	2
Olfr1308	true	true	2
Olfr131	true	true	2
Olfr1311	true	true	2
Olfr1312	true	true	2
Olfr1313	true	true	2
Olfr1314	true	true	2
Olfr1315-ps1	true	true	2
Olfr1316	true	true	2
Olfr1317	true	true	2
Olfr1318	true	true	2
Olfr132	true	true	2
Olfr1320	true	true	2
Olfr1321	true	true	2
Olfr1322	true	true	2
Olfr1323	true	true	2
Olfr1324	true	true	2
Olfr1326-ps1	true	true	2
Olfr1328	true	true	2
Olfr1329	true	true	2
Olfr133	true	true	2
Olfr1330	true	true	2
Olfr1331	true	true	2
Olfr1333	true	true	2
Olfr1335	true	true	2
Olfr1336	true	true	2
Olfr1337	true	true	2
Olfr1338	true	true	2
Olfr1339	true	true	2
Olfr134	true	true	2
Olfr1340	true	true	2
Olfr1341	true	true	2
Olfr1342	true	true	2
Olfr1346	true	true	2
Olfr1347	true	true	2
Olfr1348	true	true	2
Olfr1349	true	true	2
Olfr135	true	true	2
Olfr1350	true	true	2
Olfr1355	true	true	2
Olfr1358	true	true	2
Olfr136	true	true	2
Olfr1362	true	true	2
Olfr1364	true	true	2
Olfr1367	true	true	2
Olfr1368	true	true	2
Olfr1370	true	true	2
Olfr1375	true	true	2
Olfr1377	true	true	2
Olfr1378	true	true	2
Olfr138	true	true	2
Olfr139	true	true	2
Olfr1394	true	true	2
Olfr1395	true	true	2
Olfr140	true	true	2
Olfr1402	true	true	2
Olfr1406	true	true	2
Olfr1408	true	true	2
Olfr1410	true	true	2
Olfr1411	true	true	2
Olfr1412	true	true	2
Olfr1413	true	true	2
Olfr1417	true	true	2
Olfr1418	true	true	2
Olfr1419	true	true	2
Olfr1427	true	true	2
Olfr143	true	true	2
Olfr1432	true	true	2
Olfr1440	true	true	2
Olfr1441	true	true	2
Olfr1449	true	true	2
Olfr1450	true	true	2
Olfr1471	true	true	2
Olfr1472	true	true	2
Olfr1474	true	true	2
Olfr1475	true	true	2
Olfr1477	true	true	2
Olfr148	true	true	2
Olfr1480	true	true	2
Olfr1484	true	true	2
Olfr1487	true	true	2
Olfr1489	true	true	2
Olfr149	true	true	2
Olfr150	true	true	2
Olfr1501	true	true	2
Olfr1504	true	true	2
Olfr1532-ps1	true	true	2
Olfr1535	true	true	2
Olfr154	true	true	2
Olfr1555-ps1	true	true	2
Olfr194	true	true	2
Olfr203	true	true	2
Olfr204	true	true	2
Olfr205	true	true	2
Olfr206	true	true	2
Olfr209	true	true	2
Olfr212	true	true	2
Olfr213	true	true	2
Olfr214	true	true	2
Olfr215	true	true	2
Olfr223	true	true	2
Olfr243	true	true	2
Olfr247	true	true	2
Olfr25	true	true	2
Olfr250	true	true	2
Olfr251	true	true	2
Olfr259	true	true	2
Olfr266	true	true	2
Olfr279	true	true	2
Olfr281	true	true	2
Olfr284	true	true	2
Olfr290	true	true	2
Olfr291	true	true	2
Olfr30	true	true	2
Olfr303	true	true	2
Olfr311	true	true	2
Olfr312	true	true	2
Olfr313	true	true	2
Olfr315	true	true	2
Olfr324	true	true	2
Olfr33	true	true	2
Olfr332	true	true	2
Olfr338	true	true	2
Olfr339	true	true	2
Olfr340	true	true	2
Olfr341	true	true	2
Olfr342	true	true	2
Olfr344	true	true	2
Olfr345	true	true	2
Olfr346	true	true	2
Olfr347	true	true	2
Olfr348	true	true	2
Olfr352	true	true	2
Olfr356	true	true	2
Olfr358	true	true	2
Olfr360	true	true	2
Olfr361	true	true	2
Olfr364-ps1	true	true	2
Olfr366	true	true	2
Olfr371	true	true	2
Olfr374	true	true	2
Olfr397	true	true	2
Olfr399	true	true	2
Olfr411	true	true	2
Olfr427	true	true	2
Olfr432	true	true	2
Olfr433	true	true	2
Olfr45	true	true	2
Olfr450	true	true	2
Olfr456	true	true	2
Olfr457	true	true	2
Olfr458	true	true	2
Olfr46	true	true	2
Olfr467	true	true	2
Olfr472	true	true	2
Olfr473	true	true	2
Olfr474	true	true	2
Olfr476	true	true	2
Olfr477	true	true	2
Olfr479	true	true	2
Olfr48	true	true	2
Olfr481	true	true	2
Olfr49	true	true	2
Olfr491	true	true	2
Olfr5	true	true	2
Olfr50	true	true	2
Olfr509	true	true	2
Olfr51	true	true	2
Olfr513	true	true	2
Olfr522	true	true	2
Olfr523	true	true	2
Olfr524	true	true	2
Olfr525	true	true	2
Olfr527	true	true	2
Olfr53	true	true	2
Olfr530	true	true	2
Olfr531	true	true	2
Olfr532	true	true	2
Olfr533	true	true	2
Olfr535	true	true	2
Olfr536	true	true	2
Olfr538	true	true	2
Olfr539	true	true	2
Olfr54	true	true	2
Olfr541	true	true	2
Olfr543	true	true	2
Olfr544	true	true	2
Olfr545	true	true	2
Olfr548-ps1	true	true	2
Olfr549	true	true	2
Olfr550	true	true	2
Olfr551	true	true	2
Olfr553	true	true	2
Olfr559	true	true	2
Olfr561	true	true	2
Olfr564	true	true	2
Olfr570	true	true	2
Olfr572	true	true	2
Olfr573-ps1	true	true	2
Olfr575	true	true	2
Olfr58	true	true	2
Olfr586	true	true	2
Olfr588-ps1	true	true	2
Olfr591	true	true	2
Olfr593	true	true	2
Olfr594	true	true	2
Olfr596	true	true	2
Olfr597	true	true	2
Olfr598	true	true	2
Olfr599	true	true	2
Olfr6	true	true	2
Olfr60	true	true	2
Olfr600	true	true	2
Olfr601	true	true	2
Olfr603	true	true	2
Olfr605	true	true	2
Olfr606	true	true	2
Olfr607	true	true	2
Olfr608	true	true	2
Olfr609	true	true	2
Olfr61	true	true	2
Olfr610	true	true	2
Olfr611	true	true	2
Olfr612	true	true	2
Olfr613	true	true	2
Olfr615	true	true	2
Olfr616	true	true	2
Olfr617	true	true	2
Olfr618	true	true	2
Olfr619	true	true	2
Olfr62	true	true	2
Olfr622	true	true	2
Olfr625-ps1	true	true	2
Olfr628	true	true	2
Olfr629	true	true	2
Olfr630	true	true	2
Olfr632	true	true	2
Olfr639	true	true	2
Olfr642	true	true	2
Olfr643	true	true	2
Olfr644	true	true	2
Olfr645	true	true	2
Olfr649	true	true	2
Olfr651	true	true	2
Olfr652	true	true	2
Olfr653	true	true	2
Olfr654	true	true	2
Olfr655	true	true	2
Olfr659	true	true	2
Olfr665	true	true	2
Olfr670	true	true	2
Olfr672	true	true	2
Olfr676	true	true	2
Olfr680-ps1	true	true	2
Olfr686	true	true	2
Olfr690	true	true	2
Olfr70	true	true	2
Olfr702	true	true	2
Olfr707	true	true	2
Olfr709-ps1	true	true	2
Olfr710	true	true	2
Olfr711	true	true	2
Olfr718-ps1	true	true	2
Olfr731	true	true	2
Olfr736	true	true	2
Olfr740	true	true	2
Olfr761	true	true	2
Olfr763	true	true	2
Olfr764-ps1	true	true	2
Olfr765	true	true	2
Olfr766-ps1	true	true	2
Olfr768	true	true	2
Olfr769	true	true	2
Olfr770	true	true	2
Olfr771	true	true	2
Olfr772	true	true	2
Olfr773	true	true	2
Olfr774	true	true	2
Olfr775	true	true	2
Olfr776	true	true	2
Olfr777	true	true	2
Olfr781	true	true	2
Olfr784	true	true	2
Olfr785	true	true	2
Olfr787	true	true	2
Olfr789	true	true	2
Olfr792	true	true	2
Olfr794	true	true	2
Olfr798	true	true	2
Olfr799	true	true	2
Olfr800	true	true	2
Olfr801	true	true	2
Olfr803	true	true	2
Olfr805	true	true	2
Olfr806	true	true	2
Olfr807	true	true	2
Olfr810	true	true	2
Olfr811	true	true	2
Olfr812	true	true	2
Olfr816	true	true	2
Olfr818	true	true	2
Olfr819	true	true	2
Olfr820	true	true	2
Olfr822	true	true	2
Olfr823	true	true	2
Olfr824	true	true	2
Olfr827	true	true	2
Olfr857	true	true	2
Olfr859	true	true	2
Olfr860	true	true	2
Olfr862	true	true	2
Olfr870	true	true	2
Olfr871	true	true	2
Olfr877	true	true	2
Olfr881	true	true	2
Olfr883	true	true	2
Olfr884	true	true	2
Olfr885	true	true	2
Olfr887	true	true	2
Olfr888	true	true	2
Olfr889	true	true	2
Olfr890	true	true	2
Olfr891	true	true	2
Olfr893	true	true	2
Olfr894	true	true	2
Olfr895	true	true	2
Olfr896-ps1	true	true	2
Olfr898	true	true	2
Olfr9	true	true	2
Olfr901	true	true	2
Olfr902	true	true	2
Olfr904	true	true	2
Olfr905	true	true	2
Olfr906	true	true	2
Olfr907	true	true	2
Olfr910	true	true	2
Olfr911-ps1	true	true	2
Olfr912	true	true	2
Olfr913	true	true	2
Olfr914	true	true	2
Olfr916	true	true	2
Olfr917	true	true	2
Olfr919	true	true	2
Olfr920	true	true	2
Olfr921	true	true	2
Olfr922	true	true	2
Olfr923	true	true	2
Olfr934	true	true	2
Olfr938	true	true	2
Olfr944	true	true	2
Olfr952	true	true	2
Olfr955	true	true	2
Olfr957	true	true	2
Olfr959	true	true	2
Olfr965	true	true	2
Olfr967	true	true	2
Olfr968	true	true	2
Olfr969	true	true	2
Olfr97	true	true	2
Olfr970	true	true	2
Olfr972	true	true	2
Olfr974	true	true	2
Olfr975	true	true	2
Olfr976	true	true	2
Olfr98	true	true	2
Olfr983	true	true	2
Olfr987	true	true	2
Olfr988	true	true	2
Olfr99	true	true	2
Olfr992	true	true	2
Omt2a	true	true	2
Omt2b	true	true	2
Oosp3	true	true	2
Ott	true	true	2
P2ry10b	true	true	2
Pate10	true	true	2
Pate11	true	true	2
Pate12	true	true	2
Pate13	true	true	2
Pate14	true	true	2
Pate5	true	true	2
Pate6	true	true	2
Pate7	true	true	2
Pate8	true	true	2
Pate9	true	true	2
Pbsn	true	true	2
Pcdhb14	true	true	2
Pfn5	true	true	2
Pgr15l	true	true	2
Phxr2	true	true	2
Platr25	true	true	2
Pramel3	true	true	2
Pramex1	true	true	2
Prh1	true	true	2
Prl2c3	true	true	2
Prol1	true	true	2
Prp2	true	true	2
Prss28	true	true	2
Prss32	true	true	2
Prss34	true	true	2
Prss39	true	true	2
Pzp	true	true	2
Rbm31y	true	true	2
Rhox1	true	true	2
Rhox2b	true	true	2
Rhox2c	true	true	2
Rhox2e	true	true	2
Rhox2f	true	true	2
Rhox2g	true	true	2
Rhox2h	true	true	2
Rhox3a	true	true	2
Rhox3a2	true	true	2
Rhox3c	true	true	2
Rhox3e	true	true	2
Rhox3g	true	true	2
Rhox3h	true	true	2
Rhox4a	true	true	2
Rhox4a2	true	true	2
Rhox4d	true	true	2
Rhox5	true	true	2
Rhox6	true	true	2
Rhox7a	true	true	2
Rhox7b	true	true	2
Rhox8	true	true	2
Rhox9	true	true	2
Rpl10-ps3	true	true	2
Rpl36-ps4	true	true	2
Rpl36a-ps1	true	true	2
Rpl9-ps6	true	true	2
Rps18-ps5	true	true	2
Rps23rg1	true	true	2
Rtl10	true	true	2
S100a7l2	true	true	2
Samt1	true	true	2
Samt1b	true	true	2
Samt1c	true	true	2
Samt1d	true	true	2
Samt2	true	true	2
Samt2b	true	true	2
Samt3	true	true	2
Samt4	true	true	2
Scgb1b10	true	true	2
Scgb1b11	true	true	2
Scgb1b12	true	true	2
Scgb1b15	true	true	2
Scgb1b17	true	true	2
Scgb1b18	true	true	2
Scgb1b19	true	true	2
Scgb1b2	true	true	2
Scgb1b20	true	true	2
Scgb1b24	true	true	2
Scgb1b27	true	true	2
Scgb1b29	true	true	2
Scgb1b3	true	true	2
Scgb1b30	true	true	2
Scgb1b7	true	true	2
Scgb2b11	true	true	2
Scgb2b12	true	true	2
Scgb2b15	true	true	2
Scgb2b17	true	true	2
Scgb2b18	true	true	2
Scgb2b19	true	true	2
Scgb2b2	true	true	2
Scgb2b20	true	true	2
Scgb2b21	true	true	2
Scgb2b24	true	true	2
Scgb2b26	true	true	2
Scgb2b27	true	true	2
Scgb2b3	true	true	2
Scgb2b7	true	true	2
Serpina16	true	true	2
Skint10	true	true	2
Skint11	true	true	2
Skint2	true	true	2
Skint3	true	true	2
Skint4	true	true	2
Skint5	true	true	2
Skint6	true	true	2
Skint7	true	true	2
Skint8	true	true	2
Skint9	true	true	2
Slc22a22	true	true	2
Slc25a54	true	true	2
Slc47a2	true	true	2
Smgc	true	true	2
Smok2a	true	true	2
Smok2b	true	true	2
Smok3a	true	true	2
Smok3b	true	true	2
Smok3c	true	true	2
Smr2	true	true	2
Smr2l	true	true	2
Spag11a	true	true	2
Spdye4c	true	true	2
Speer1	true	true	2
Speer2	true	true	2
Speer3	true	true	2
Speer4a	true	true	2
Speer4b	true	true	2
Speer4c	true	true	2
Speer4d	true	true	2
Speer4e	true	true	2
Speer4f1	true	true	2
Speer4f2	true	true	2
Spertl	true	true	2
Spin2e	true	true	2
Spin2f	true	true	2
Spin2g	true	true	2
Spink12	true	true	2
Sprr2a1	true	true	2
Sprr2a2	true	true	2
Sprr2a3	true	true	2
Sprr2b	true	true	2
Sprr2e	true	true	2
Sprr2f	true	true	2
Sprr2h	true	true	2
Sprr2i	true	true	2
Sprr2j-ps	true	true	2
Sprr2k	true	true	2
Srsy	true	true	2
Ssty1	true	true	2
Ssty2	true	true	2
Sult3a1	true	true	2
Sult3a2	true	true	2
Sva	true	true	2
Sval1	true	true	2
Sval2	true	true	2
Sval3	true	true	2
Svs4	true	true	2
Svs5	true	true	2
Svs6	true	true	2
T2	true	true	2
Taar7a	true	true	2
Taar7b	true	true	2
Taar7d	true	true	2
Taar7e	true	true	2
Taar7f	true	true	2
Tas2r122	true	true	2
Tas2r134	true	true	2
Tas2r143	true	true	2
Tcstv1	true	true	2
Tcstv3	true	true	2
Tcte2	true	true	2
Teddm3	true	true	2
Tescl	true	true	2
Tex13c3	true	true	2
Tex24	true	true	2
Tgtp1	true	true	2
Tgtp2	true	true	2
Tlr11	true	true	2
Tlr13	true	true	2
Tm9sf5	true	true	2
Tmdd1	true	true	2
Tmsb15b2	true	true	2
Tpbpa	true	true	2
Tpbpb	true	true	2
Tpm3-rs7	true	true	2
Trap1a	true	true	2
Trcg1	true	true	2
Trem3	true	true	2
Trhr2	true	true	2
Tsga8	true	true	2
Tsx	true	true	2
Tuba3a	true	true	2
Uba1y	true	true	2
Ubqln5	true	true	2
V1rd19	true	true	2
Vmn1r10	true	true	2
Vmn1r100	true	true	2
Vmn1r101	true	true	2
Vmn1r103	true	true	2
Vmn1r104	true	true	2
Vmn1r107	true	true	2
Vmn1r11	true	true	2
Vmn1r111	true	true	2
Vmn1r112	true	true	2
Vmn1r113	true	true	2
Vmn1r114	true	true	2
Vmn1r115	true	true	2
Vmn1r116	true	true	2
Vmn1r117	true	true	2
Vmn1r118	true	true	2
Vmn1r119	true	true	2
Vmn1r12	true	true	2
Vmn1r120	true	true	2
Vmn1r121	true	true	2
Vmn1r122	true	true	2
Vmn1r123	true	true	2
Vmn1r124	true	true	2
Vmn1r125	true	true	2
Vmn1r126	true	true	2
Vmn1r127	true	true	2
Vmn1r128	true	true	2
Vmn1r129	true	true	2
Vmn1r13	true	true	2
Vmn1r130	true	true	2
Vmn1r131	true	true	2
Vmn1r132	true	true	2
Vmn1r135	true	true	2
Vmn1r137	true	true	2
Vmn1r138	true	true	2
Vmn1r139	true	true	2
Vmn1r14	true	true	2
Vmn1r142	true	true	2
Vmn1r143	true	true	2
Vmn1r148	true	true	2
Vmn1r149	true	true	2
Vmn1r15	true	true	2
Vmn1r151	true	true	2
Vmn1r152	true	true	2
Vmn1r155	true	true	2
Vmn1r157	true	true	2
Vmn1r158	true	true	2
Vmn1r159	true	true	2
Vmn1r16	true	true	2
Vmn1r160	true	true	2
Vmn1r163	true	true	2
Vmn1r165	true	true	2
Vmn1r166	true	true	2
Vmn1r167	true	true	2
Vmn1r168	true	true	2
Vmn1r169	true	true	2
Vmn1r17	true	true	2
Vmn1r170	true	true	2
Vmn1r171	true	true	2
Vmn1r172	true	true	2
Vmn1r173	true	true	2
Vmn1r174	true	true	2
Vmn1r175	true	true	2
Vmn1r176	true	true	2
Vmn1r177	true	true	2
Vmn1r178	true	true	2
Vmn1r179	true	true	2
Vmn1r18	true	true	2
Vmn1r180	true	true	2
Vmn1r181	true	true	2
Vmn1r183	true	true	2
Vmn1r186	true	true	2
Vmn1r188	true	true	2
Vmn1r189	true	true	2
Vmn1r19	true	true	2
Vmn1r191	true	true	2
Vmn1r192	true	true	2
Vmn1r193	true	true	2
Vmn1r194	true	true	2
Vmn1r195	true	true	2
Vmn1r196	true	true	2
Vmn1r197	true	true	2
Vmn1r198	true	true	2
Vmn1r199	true	true	2
Vmn1r2	true	true	2
Vmn1r20	true	true	2
Vmn1r200	true	true	2
Vmn1r201	true	true	2
Vmn1r202	true	true	2
Vmn1r203	true	true	2
Vmn1r204	true	true	2
Vmn1r205	true	true	2
Vmn1r206	true	true	2
Vmn1r207	true	true	2
Vmn1r208	true	true	2
Vmn1r209	true	true	2
Vmn1r21	true	true	2
Vmn1r210	true	true	2
Vmn1r211	true	true	2
Vmn1r212	true	true	2
Vmn1r213	true	true	2
Vmn1r214	true	true	2
Vmn1r215	true	true	2
Vmn1r216	true	true	2
Vmn1r217	true	true	2
Vmn1r218	true	true	2
Vmn1r219	true	true	2
Vmn1r22	true	true	2
Vmn1r220	true	true	2
Vmn1r221	true	true	2
Vmn1r222	true	true	2
Vmn1r223	true	true	2
Vmn1r227	true	true	2
Vmn1r23	true	true	2
Vmn1r230	true	true	2
Vmn1r238	true	true	2
Vmn1r24	true	true	2
Vmn1r240	true	true	2
Vmn1r241	true	true	2
Vmn1r242	true	true	2
Vmn1r243	true	true	2
Vmn1r244	true	true	2
Vmn1r245	true	true	2
Vmn1r246	true	true	2
Vmn1r247	true	true	2
Vmn1r248	true	true	2
Vmn1r249	true	true	2
Vmn1r25	true	true	2
Vmn1r250	true	true	2
Vmn1r251	true	true	2
Vmn1r252	true	true	2
Vmn1r253	true	true	2
Vmn1r254	true	true	2
Vmn1r255	true	true	2
Vmn1r256	true	true	2
Vmn1r257	true	true	2
Vmn1r258	true	true	2
Vmn1r259	true	true	2
Vmn1r26	true	true	2
Vmn1r260	true	true	2
Vmn1r27	true	true	2
Vmn1r28	true	true	2
Vmn1r29	true	true	2
Vmn1r3	true	true	2
Vmn1r30	true	true	2
Vmn1r31	true	true	2
Vmn1r32	true	true	2
Vmn1r33	true	true	2
Vmn1r34	true	true	2
Vmn1r35	true	true	2
Vmn1r36	true	true	2
Vmn1r37	true	true	2
Vmn1r38	true	true	2
Vmn1r39	true	true	2
Vmn1r4	true	true	2
Vmn1r5	true	true	2
Vmn1r55	true	true	2
Vmn1r56	true	true	2
Vmn1r57	true	true	2
Vmn1r58	true	true	2
Vmn1r59	true	true	2
Vmn1r6	true	true	2
Vmn1r60	true	true	2
Vmn1r61	true	true	2
Vmn1r62	true	true	2
Vmn1r63	true	true	2
Vmn1r64	true	true	2
Vmn1r65	true	true	2
Vmn1r7	true	true	2
Vmn1r70	true	true	2
Vmn1r72	true	true	2
Vmn1r73	true	true	2
Vmn1r74	true	true	2
Vmn1r75	true	true	2
Vmn1r76	true	true	2
Vmn1r77	true	true	2
Vmn1r78	true	true	2
Vmn1r79	true	true	2
Vmn1r8	true	true	2
Vmn1r80	true	true	2
Vmn1r81	true	true	2
Vmn1r82	true	true	2
Vmn1r83	true	true	2
Vmn1r84	true	true	2
Vmn1r85	true	true	2
Vmn1r86	true	true	2
Vmn1r87	true	true	2
Vmn1r88	true	true	2
Vmn1r89	true	true	2
Vmn1r9	true	true	2
Vmn1r90	true	true	2
Vmn1r91	true	true	2
Vmn1r93	true	true	2
Vmn1r94	true	true	2
Vmn1r95	true	true	2
Vmn2r-ps158	true	true	2
Vmn2r1	true	true	2
Vmn2r10	true	true	2
Vmn2r100	true	true	2
Vmn2r101	true	true	2
Vmn2r102	true	true	2
Vmn2r103	true	true	2
Vmn2r104	true	true	2
Vmn2r105	true	true	2
Vmn2r106	true	true	2
Vmn2r107	true	true	2
Vmn2r108	true	true	2
Vmn2r109	true	true	2
Vmn2r11	true	true	2
Vmn2r110	true	true	2
Vmn2r111	true	true	2
Vmn2r112	true	true	2
Vmn2r113	true	true	2
Vmn2r114	true	true	2
Vmn2r115	true	true	2
Vmn2r116	true	true	2
Vmn2r117	true	true	2
Vmn2r118	true	true	2
Vmn2r12	true	true	2
Vmn2r120	true	true	2
Vmn2r121	true	true	2
Vmn2r124	true	true	2
Vmn2r129	true	true	2
Vmn2r13	true	true	2
Vmn2r130	true	true	2
Vmn2r14	true	true	2
Vmn2r15	true	true	2
Vmn2r16	true	true	2
Vmn2r17	true	true	2
Vmn2r18	true	true	2
Vmn2r19	true	true	2
Vmn2r2	true	true	2
Vmn2r20	true	true	2
Vmn2r21	true	true	2
Vmn2r22	true	true	2
Vmn2r23	true	true	2
Vmn2r24	true	true	2
Vmn2r25	true	true	2
Vmn2r26	true	true	2
Vmn2r27	true	true	2
Vmn2r28	true	true	2
Vmn2r29	true	true	2
Vmn2r3	true	true	2
Vmn2r30	true	true	2
Vmn2r31	true	true	2
Vmn2r32	true	true	2
Vmn2r33	true	true	2
Vmn2r34	true	true	2
Vmn2r35	true	true	2
Vmn2r36	true	true	2
Vmn2r37	true	true	2
Vmn2r38	true	true	2
Vmn2r39	true	true	2
Vmn2r4	true	true	2
Vmn2r40	true	true	2
Vmn2r41	true	true	2
Vmn2r42	true	true	2
Vmn2r43	true	true	2
Vmn2r44	true	true	2
Vmn2r45	true	true	2
Vmn2r48	true	true	2
Vmn2r49	true	true	2
Vmn2r5	true	true	2
Vmn2r50	true	true	2
Vmn2r51	true	true	2
Vmn2r52	true	true	2
Vmn2r53	true	true	2
Vmn2r54	true	true	2
Vmn2r55	true	true	2
Vmn2r56	true	true	2
Vmn2r57	true	true	2
Vmn2r58	true	true	2
Vmn2r59	true	true	2
Vmn2r6	true	true	2
