Gene	Ensembl	Sum
Gm49339	true	1
Gm49352	true	1
Gm49353	true	1
Gm49356	true	1
Gm49359	true	1
Gm49383	true	1
Gm49388	true	1
Gm49391	true	1
Gm49392	true	1
Gm49393	true	1
Gm49394	true	1
Gm49395	true	1
Gm49398	true	1
Gm49405	true	1
Gm49450	true	1
Gm4951	true	1
Gm4952	true	1
Gm49527	true	1
Gm49711	true	1
Gm4981	true	1
Gm49835	true	1
Gm49909	true	1
Gm49948	true	1
Gm50457	true	1
Gm50461	true	1
Gm5105	true	1
Gm5108	true	1
Gm5127	true	1
Gm5128	true	1
Gm5134	true	1
Gm5141	true	1
Gm5142	true	1
Gm5148	true	1
Gm5152	true	1
Gm5157	true	1
Gm52955	true	1
Gm53046	true	1
Gm5431	true	1
Gm5458	true	1
Gm5460	true	1
Gm5475	true	1
Gm550	true	1
Gm5565	true	1
Gm5622	true	1
Gm5624	true	1
Gm5741	true	1
Gm5795	true	1
Gm5796	true	1
Gm5797	true	1
Gm5798	true	1
Gm5799	true	1
Gm5800	true	1
Gm5861	true	1
Gm5862	true	1
Gm5890	true	1
Gm5891	true	1
Gm5916	true	1
Gm5926	true	1
Gm5930	true	1
Gm5938	true	1
Gm5941	true	1
Gm597	true	1
Gm6020	true	1
Gm6034	true	1
Gm6040	true	1
Gm609	true	1
Gm6133	true	1
Gm6176	true	1
Gm6217	true	1
Gm6268	true	1
Gm6309	true	1
Gm6337	true	1
Gm6356	true	1
Gm6358	true	1
Gm6370	true	1
Gm6377	true	1
Gm6401	true	1
Gm6408	true	1
Gm6460	true	1
Gm6465	true	1
Gm6482	true	1
Gm6526	true	1
Gm6569	true	1
Gm6583	true	1
Gm6588	true	1
Gm6619	true	1
Gm6676	true	1
Gm6710	true	1
Gm6760	true	1
Gm6763	true	1
Gm6812	true	1
Gm6871	true	1
Gm6882	true	1
Gm6902	true	1
Gm6993	true	1
Gm715	true	1
Gm7168	true	1
Gm7233	true	1
Gm7247	true	1
Gm7347	true	1
Gm7356	true	1
Gm7358	true	1
Gm7361	true	1
Gm7489	true	1
Gm7544	true	1
Gm7582	true	1
Gm7592	true	1
Gm7609	true	1
Gm7694	true	1
Gm7735	true	1
Gm7876	true	1
Gm7903	true	1
Gm7929	true	1
Gm7945	true	1
Gm7951	true	1
Gm7954	true	1
Gm7970	true	1
Gm7980	true	1
Gm7995	true	1
Gm8005	true	1
Gm8011	true	1
Gm8020	true	1
Gm8024	true	1
Gm8050	true	1
Gm8068	true	1
Gm8082	true	1
Gm8094	true	1
Gm8104	true	1
Gm8108	true	1
Gm8113	true	1
Gm8122	true	1
Gm8126	true	1
Gm8127	true	1
Gm8138	true	1
Gm815	true	1
Gm8159	true	1
Gm8165	true	1
Gm8180	true	1
Gm8206	true	1
Gm8212	true	1
Gm8220	true	1
Gm8229	true	1
Gm8232	true	1
Gm8237	true	1
Gm8246	true	1
Gm8247	true	1
Gm8257	true	1
Gm826	true	1
Gm8265	true	1
Gm8267	true	1
Gm8271	true	1
Gm8279	true	1
Gm8281	true	1
Gm8297	true	1
Gm8334	true	1
Gm8356	true	1
Gm8362	true	1
Gm8369	true	1
Gm8374	true	1
Gm8439	true	1
Gm8764	true	1
Gm8765	true	1
Gm8797	true	1
Gm8857	true	1
Gm8871	true	1
Gm8879	true	1
Gm8882	true	1
Gm8890	true	1
Gm8897	true	1
Gm8906	true	1
Gm8909	true	1
Gm8922	true	1
Gm8926	true	1
Gm8947	true	1
Gm8978	true	1
Gm9	true	1
Gm904	true	1
Gm906	true	1
Gm9195	true	1
Gm9376	true	1
Gm9602	true	1
Gm9603	true	1
Gm9611	true	1
Gm9732	true	1
Gm9747	true	1
Gm9758	true	1
Gm9789	true	1
Gm9903	true	1
Gm9918	true	1
Gm9925	true	1
Gm9955	true	1
Gm9999	true	1
Gnaq	true	1
Gng5	true	1
Gpalpp1	true	1
Gpr132	true	1
Gpr141b	true	1
Gpr150	true	1
Gpr165	true	1
Gpr34	true	1
Gpr50	true	1
Gpr84	true	1
Gpx5	true	1
Gria3	true	1
Gsdma	true	1
Gsta1	true	1
Gsta2	true	1
Gsta4	true	1
Gsta5	true	1
Gstp3	true	1
Gstt1	true	1
Gstt3	true	1
Gtsf1	true	1
Gtsf2	true	1
Gucy1b2	true	1
Gucy2d	true	1
Gucy2g	true	1
Gulo	true	1
Gvin1	true	1
Gvin2	true	1
Gykl1	true	1
H1f9	true	1
H2-Aa	true	1
H2-D1	true	1
H2-Eb1	true	1
H2-K1	true	1
H2-M2	true	1
H2-M3	true	1
H2-M5	true	1
H2-Q1	true	1
H2-Q10	true	1
H2-Q2	true	1
H2-Q4	true	1
H2-Q6	true	1
H2-Q7	true	1
H2-T22	true	1
H2-T23	true	1
H2-T3	true	1
H2ac10	true	1
H2ac11	true	1
H2ac12	true	1
H2ac18	true	1
H2ac22	true	1
H2ac23	true	1
H2ac24	true	1
H2ac4	true	1
H2ac6	true	1
H2ac8	true	1
H2aj	true	1
H2al1n	true	1
H2al3	true	1
H2bc11	true	1
H2bc12	true	1
H2bc13	true	1
H2bc15	true	1
H2bc22	true	1
H2bc23	true	1
H2bc24	true	1
H2bc4	true	1
H2bc7	true	1
H2bl1	true	1
H2bu2	true	1
H3c10	true	1
H3c6	true	1
H3f3a	true	1
H4c11	true	1
H4c14	true	1
H4c17	true	1
H4c18	true	1
H4c2	true	1
H4c3	true	1
H4c6	true	1
H4c8	true	1
H4c9	true	1
H4f16	true	1
H60b	true	1
H60c	true	1
Hamp2	true	1
Hbb-bh1	true	1
Hbb-bh2	true	1
Hbb-bs	true	1
Hbb-bt	true	1
Hhex	true	1
Hmga1b	true	1
Hmgb3	true	1
Hmgn2	true	1
Hnrnpa1	true	1
Hnrnpl	true	1
Hoxc10	true	1
Hoxc11	true	1
Hoxc12	true	1
Hoxc13	true	1
Hoxc4	true	1
Hoxc5	true	1
Hoxc6	true	1
Hoxc8	true	1
Hoxc9	true	1
Hsf3	true	1
Hsp90aa1	true	1
Hspe1	true	1
Hspe1-rs1	true	1
Htr1d	true	1
Htr5b	true	1
Htra4	true	1
Hyal6	true	1
I0C0044D17Rik	true	1
Ido1	true	1
Ido2	true	1
Ier3ip1	true	1
Ifi208	true	1
Ifi213	true	1
Ifi214	true	1
Ifi27	true	1
Ifi27l2a	true	1
Ifi27l2b	true	1
Ifi47	true	1
Ifitm6	true	1
Ifnz	true	1
Igbp1b	true	1
Igll1	true	1
Igsf5	true	1
Iigp1	true	1
Ikbip	true	1
Ikzf2	true	1
Ikzf4	true	1
Il23a	true	1
Il3ra	true	1
Ints10	true	1
Iqce	true	1
Iqcf4	true	1
Irs3	true	1
Iscu	true	1
Itga5	true	1
Itga7	true	1
Itpkc	true	1
Ivl	true	1
Jaml	true	1
Kap	true	1
Kcnb2	true	1
Kctd12b	true	1
Keg1	true	1
Kif16b	true	1
Kif19b	true	1
Kif28	true	1
Klk10	true	1
Klk11	true	1
Klk12	true	1
Klk13	true	1
Klk14	true	1
Klra1	true	1
Klra10	true	1
Klra17	true	1
Klra2	true	1
Klra3	true	1
Klra4	true	1
Klra5	true	1
Klra6	true	1
Klra7	true	1
Klra8	true	1
Klra9	true	1
Krt13	true	1
Krt42	true	1
Krt81	true	1
Krt83	true	1
Krt86	true	1
Krt87	true	1
Krt88	true	1
Krt90	true	1
Krtap14	true	1
Krtap16-3	true	1
Krtap17-1	true	1
Krtap19-1	true	1
Krtap19-2	true	1
Krtap19-3	true	1
Krtap19-4	true	1
Krtap19-5	true	1
Krtap19-9b	true	1
Krtap2-4	true	1
Krtap20-2	true	1
Krtap21-1	true	1
Krtap22-2	true	1
Krtap28-10	true	1
Krtap28-13	true	1
Krtap3-2	true	1
Krtap3-3	true	1
Krtap31-1	true	1
Krtap31-2	true	1
Krtap5-3	true	1
Krtap6-1	true	1
Krtap6-2	true	1
Krtap6-3	true	1
Krtap6-5	true	1
Krtap9-1	true	1
Kxd1	true	1
L3mbtl1	true	1
Lair1	true	1
Lamp2	true	1
Lamp3	true	1
Lamtor3-ps	true	1
Lancl1	true	1
Lao1	true	1
Lbhd2	true	1
Lce1a1	true	1
Lce1a2	true	1
Lce1b	true	1
Lce1c	true	1
Lce1d	true	1
Lce1f	true	1
Lce1h	true	1
Lce1i	true	1
Lce1j	true	1
Lce1k	true	1
Lce1l	true	1
Lce1m	true	1
Lce3a	true	1
Lce3b	true	1
Lce3c	true	1
Lce3d	true	1
Lce3e	true	1
Lce3f	true	1
Lce6a	true	1
Lcn11	true	1
Lcn3	true	1
Lcn4	true	1
Lcn5	true	1
Ldc1	true	1
Lgals4	true	1
Lgals7	true	1
Lhb	true	1
Lilr4b	true	1
Lilrb4a	true	1
Lipo1	true	1
Lipo2	true	1
Lipo3	true	1
Lipo4	true	1
Lor	true	1
Lpcat2b	true	1
Lpl	true	1
Lrrc29	true	1
Lrrc72	true	1
Lrriq1	true	1
Ltb4r1	true	1
Ltc4s	true	1
Luzp4	true	1
Ly6a	true	1
Ly6c1	true	1
Ly6c2	true	1
Ly6f	true	1
Ly6g	true	1
Ly6g2	true	1
Ly6g6e	true	1
Ly6g6g	true	1
Ly6i	true	1
Ly6m	true	1
Lypd10	true	1
Lypd11	true	1
Lypd8l	true	1
Lypd9	true	1
Magea10	true	1
Magea13	true	1
Magea4	true	1
Mageb11	true	1
Magec2	true	1
Man2b1	true	1
Maob	true	1
Map1lc3b	true	1
Map3k12	true	1
Map3k7cl	true	1
Map7	true	1
Mbl1	true	1
Mcpt1	true	1
Mcpt2	true	1
Mcpt4	true	1
Mcpt8	true	1
Mcpt9	true	1
Mcts1	true	1
Mcts2	true	1
Mdp1	true	1
Med10	true	1
Mep1a	true	1
Mettl21e	true	1
Mettl7b	true	1
Mfsd13b	true	1
Mfsd9	true	1
Mgat4e	true	1
Mgat4f	true	1
Mill1	true	1
Mill2	true	1
Mip	true	1
Mmp10	true	1
Mmp19	true	1
Morf4l1	true	1
Moxd2	true	1
Mptx1	true	1
Mptx2	true	1
Mrgprh	true	1
Mroh3	true	1
Mroh4	true	1
Mrps12	true	1
Ms4a19	true	1
Ms4a20	true	1
Msl3l2	true	1
Msx3	true	1
Mt2	true	1
Mt3	true	1
Mtfr2	true	1
Mtm1	true	1
Mtmr1	true	1
Muc2	true	1
Mucl1	true	1
Mucl2	true	1
Mup1	true	1
Mup10	true	1
Mup11	true	1
Mup12	true	1
Mup13	true	1
Mup14	true	1
Mup15	true	1
Mup16	true	1
Mup17	true	1
Mup18	true	1
Mup19	true	1
Mup2	true	1
Mup20	true	1
Mup21	true	1
Mup22	true	1
Mup3	true	1
Mup4	true	1
Mup5	true	1
Mup6	true	1
Mup7	true	1
Mup8	true	1
Mup9	true	1
Mxra7	true	1
Myb	true	1
Mycs	true	1
Myh2	true	1
Myh4	true	1
Myl1	true	1
Myl6	true	1
Myl6b	true	1
Myocos	true	1
Naa11	true	1
Nabp2	true	1
Naf1	true	1
Naip1	true	1
Naip2	true	1
Naip5	true	1
Naip6	true	1
Nat1	true	1
Nat2	true	1
Nat3	true	1
Nccrp1	true	1
Nckap1l	true	1
Ndp	true	1
Nedd1	true	1
Nefm	true	1
Nepn	true	1
Neurod4	true	1
Nfe2	true	1
Nfkbib	true	1
Ngp	true	1
Nnat	true	1
Notch4	true	1
Npff	true	1
Npy1r	true	1
Npy5r	true	1
Npy6r	true	1
Nr1h4	true	1
Nr1h5	true	1
Nsmce3	true	1
Nsun4	true	1
Nt5el	true	1
Nudt8	true	1
Nutf2	true	1
Nxpe5	true	1
Oacyl	true	1
Oasl2	true	1
Obox1	true	1
Obox2	true	1
Obox3	true	1
Obox5	true	1
Obox6	true	1
Obox7	true	1
Obox8	true	1
Obp1a	true	1
Obp1b	true	1
Odad1	true	1
Odf4	true	1
Ofcc1	true	1
Olfm5	true	1
Olfr1	true	1
Olfr10	true	1
Olfr1002	true	1
Olfr1009	true	1
Olfr101	true	1
Olfr1012	true	1
Olfr1013	true	1
Olfr1014	true	1
Olfr1018	true	1
Olfr102	true	1
Olfr1024	true	1
Olfr1025-ps1	true	1
Olfr1026	true	1
Olfr103	true	1
Olfr1030	true	1
Olfr1037	true	1
Olfr104-ps	true	1
Olfr1043	true	1
Olfr1044	true	1
Olfr1048	true	1
Olfr105-ps	true	1
Olfr1055	true	1
Olfr1056	true	1
Olfr1057	true	1
Olfr106-ps	true	1
Olfr1062	true	1
Olfr107	true	1
Olfr108	true	1
Olfr1086	true	1
Olfr1105	true	1
Olfr1106	true	1
Olfr1107	true	1
Olfr1109	true	1
Olfr1110	true	1
Olfr1112	true	1
Olfr1113	true	1
Olfr1115	true	1
Olfr112	true	1
Olfr1120	true	1
Olfr1121	true	1
Olfr1124	true	1
Olfr1126	true	1
Olfr1128	true	1
Olfr1129	true	1
Olfr113	true	1
Olfr1130	true	1
Olfr1131	true	1
Olfr1132	true	1
Olfr1133	true	1
Olfr1134	true	1
Olfr114	true	1
Olfr1143	true	1
Olfr1145	true	1
Olfr1148	true	1
Olfr115	true	1
Olfr1150-ps1	true	1
Olfr1151	true	1
Olfr1154	true	1
Olfr1158	true	1
Olfr116	true	1
Olfr1160	true	1
Olfr1164	true	1
Olfr1166	true	1
Olfr1167	true	1
Olfr1168	true	1
Olfr117	true	1
Olfr1170	true	1
Olfr1173	true	1
Olfr1176	true	1
Olfr1177-ps	true	1
Olfr1178	true	1
Olfr1179	true	1
Olfr118	true	1
Olfr1180	true	1
Olfr1181	true	1
Olfr1182	true	1
Olfr1183	true	1
Olfr1184	true	1
Olfr1185-ps1	true	1
Olfr1186	true	1
Olfr1188	true	1
Olfr119	true	1
Olfr1196	true	1
Olfr1197	true	1
Olfr1198	true	1
Olfr12	true	1
Olfr120	true	1
Olfr1200	true	1
Olfr1208	true	1
Olfr121	true	1
Olfr122	true	1
Olfr123	true	1
Olfr1231	true	1
Olfr1233	true	1
Olfr1239	true	1
Olfr124	true	1
Olfr1249	true	1
Olfr1258	true	1
Olfr126	true	1
Olfr127	true	1
Olfr1275	true	1
Olfr1276	true	1
Olfr1277	true	1
Olfr1278	true	1
Olfr1279	true	1
Olfr128	true	1
Olfr1280	true	1
Olfr1281	true	1
Olfr1282	true	1
Olfr1283	true	1
Olfr1284	true	1
Olfr1286	true	1
Olfr1287	true	1
Olfr1288	true	1
Olfr129	true	1
Olfr1290	true	1
Olfr1294	true	1
Olfr1295	true	1
Olfr1297	true	1
Olfr1298	true	1
Olfr1299	true	1
Olfr130	true	1
Olfr1301	true	1
Olfr1302	true	1
Olfr1305	true	1
Olfr1306	true	1
Olfr1307	true	1
Olfr1308	true	1
Olfr131	true	1
Olfr1311	true	1
Olfr1312	true	1
Olfr1313	true	1
Olfr1314	true	1
Olfr1315-ps1	true	1
Olfr1316	true	1
Olfr1317	true	1
Olfr1318	true	1
Olfr132	true	1
Olfr1320	true	1
Olfr1321	true	1
Olfr1322	true	1
Olfr1323	true	1
Olfr1324	true	1
Olfr1326-ps1	true	1
Olfr1328	true	1
Olfr1329	true	1
Olfr133	true	1
Olfr1330	true	1
Olfr1331	true	1
Olfr1333	true	1
Olfr1335	true	1
Olfr1336	true	1
Olfr1337	true	1
Olfr1338	true	1
Olfr1339	true	1
Olfr134	true	1
Olfr1340	true	1
Olfr1341	true	1
Olfr1342	true	1
Olfr1344	true	1
Olfr1346	true	1
Olfr1347	true	1
Olfr1348	true	1
Olfr1349	true	1
Olfr135	true	1
Olfr1350	true	1
Olfr1351	true	1
Olfr1353	true	1
Olfr1355	true	1
Olfr1358	true	1
Olfr1359	true	1
Olfr136	true	1
Olfr1360	true	1
Olfr1361	true	1
Olfr1362	true	1
Olfr1364	true	1
Olfr1366	true	1
Olfr1367	true	1
Olfr1368	true	1
Olfr1370	true	1
Olfr1371	true	1
Olfr1373	true	1
Olfr1375	true	1
Olfr1377	true	1
Olfr1378	true	1
Olfr138	true	1
Olfr1380	true	1
Olfr1381	true	1
Olfr1382	true	1
Olfr1383	true	1
Olfr1384	true	1
Olfr1385	true	1
Olfr1386	true	1
Olfr139	true	1
Olfr1390	true	1
Olfr1391	true	1
Olfr1392	true	1
Olfr1393	true	1
Olfr1394	true	1
Olfr1395	true	1
Olfr1396	true	1
Olfr140	true	1
Olfr1402	true	1
Olfr1406	true	1
Olfr1408	true	1
Olfr1410	true	1
Olfr1411	true	1
Olfr1412	true	1
Olfr1413	true	1
Olfr1417	true	1
Olfr1418	true	1
Olfr1419	true	1
Olfr1427	true	1
Olfr143	true	1
Olfr1432	true	1
Olfr1440	true	1
Olfr1441	true	1
Olfr1442	true	1
Olfr1443	true	1
Olfr1449	true	1
Olfr1450	true	1
Olfr1471	true	1
Olfr1472	true	1
Olfr1474	true	1
Olfr1475	true	1
Olfr1477	true	1
Olfr148	true	1
Olfr1480	true	1
Olfr1484	true	1
Olfr1487	true	1
Olfr1489	true	1
Olfr149	true	1
Olfr150	true	1
Olfr1501	true	1
Olfr1504	true	1
Olfr153	true	1
Olfr1532-ps1	true	1
Olfr1535	true	1
Olfr1537	true	1
Olfr154	true	1
Olfr1555-ps1	true	1
Olfr164	true	1
Olfr165	true	1
Olfr18	true	1
Olfr194	true	1
Olfr20	true	1
Olfr203	true	1
Olfr204	true	1
Olfr205	true	1
Olfr206	true	1
Olfr209	true	1
Olfr212	true	1
Olfr213	true	1
Olfr214	true	1
Olfr215	true	1
Olfr223	true	1
Olfr23	true	1
Olfr243	true	1
Olfr247	true	1
Olfr25	true	1
Olfr250	true	1
Olfr251	true	1
Olfr259	true	1
Olfr266	true	1
Olfr27	true	1
Olfr279	true	1
Olfr281	true	1
Olfr282	true	1
Olfr283	true	1
Olfr284	true	1
Olfr290	true	1
Olfr291	true	1
Olfr30	true	1
Olfr303	true	1
Olfr311	true	1
Olfr312	true	1
Olfr313	true	1
Olfr315	true	1
Olfr32	true	1
Olfr324	true	1
Olfr33	true	1
Olfr332	true	1
Olfr338	true	1
Olfr339	true	1
Olfr340	true	1
Olfr341	true	1
Olfr342	true	1
Olfr344	true	1
Olfr345	true	1
Olfr346	true	1
Olfr347	true	1
Olfr348	true	1
Olfr352	true	1
Olfr355	true	1
Olfr356	true	1
Olfr358	true	1
Olfr360	true	1
Olfr361	true	1
Olfr364-ps1	true	1
Olfr365	true	1
Olfr366	true	1
Olfr371	true	1
Olfr372	true	1
Olfr373	true	1
Olfr374	true	1
Olfr376	true	1
Olfr378	true	1
Olfr380	true	1
Olfr381	true	1
Olfr382	true	1
Olfr384	true	1
Olfr385	true	1
Olfr389	true	1
Olfr390	true	1
Olfr391	true	1
Olfr392	true	1
Olfr393	true	1
Olfr394	true	1
Olfr395	true	1
Olfr397	true	1
Olfr399	true	1
Olfr411	true	1
Olfr418	true	1
Olfr424	true	1
Olfr427	true	1
Olfr432	true	1
Olfr433	true	1
Olfr44	true	1
Olfr45	true	1
Olfr450	true	1
Olfr453	true	1
Olfr455	true	1
Olfr456	true	1
Olfr457	true	1
Olfr458	true	1
Olfr46	true	1
Olfr467	true	1
Olfr472	true	1
Olfr473	true	1
Olfr474	true	1
Olfr476	true	1
Olfr477	true	1
Olfr479	true	1
Olfr48	true	1
Olfr481	true	1
Olfr49	true	1
Olfr491	true	1
Olfr5	true	1
Olfr50	true	1
Olfr503	true	1
Olfr509	true	1
Olfr51	true	1
Olfr513	true	1
Olfr521	true	1
Olfr522	true	1
Olfr523	true	1
Olfr524	true	1
Olfr525	true	1
Olfr527	true	1
Olfr53	true	1
Olfr530	true	1
Olfr531	true	1
Olfr532	true	1
Olfr533	true	1
Olfr535	true	1
Olfr536	true	1
Olfr538	true	1
Olfr539	true	1
Olfr54	true	1
Olfr541	true	1
Olfr543	true	1
Olfr544	true	1
Olfr545	true	1
Olfr548-ps1	true	1
Olfr549	true	1
Olfr550	true	1
Olfr551	true	1
Olfr553	true	1
Olfr555	true	1
Olfr559	true	1
Olfr561	true	1
Olfr564	true	1
Olfr57	true	1
Olfr570	true	1
Olfr572	true	1
Olfr573-ps1	true	1
Olfr575	true	1
Olfr58	true	1
Olfr586	true	1
Olfr588-ps1	true	1
Olfr591	true	1
Olfr593	true	1
Olfr594	true	1
Olfr596	true	1
Olfr597	true	1
Olfr598	true	1
Olfr599	true	1
Olfr6	true	1
Olfr60	true	1
Olfr600	true	1
Olfr601	true	1
Olfr603	true	1
Olfr605	true	1
Olfr606	true	1
Olfr607	true	1
Olfr608	true	1
Olfr609	true	1
Olfr61	true	1
Olfr610	true	1
Olfr611	true	1
Olfr612	true	1
Olfr613	true	1
Olfr615	true	1
Olfr616	true	1
Olfr617	true	1
Olfr618	true	1
Olfr619	true	1
Olfr62	true	1
Olfr622	true	1
Olfr625-ps1	true	1
Olfr628	true	1
Olfr629	true	1
Olfr630	true	1
Olfr632	true	1
Olfr633	true	1
Olfr639	true	1
Olfr64	true	1
Olfr642	true	1
Olfr643	true	1
Olfr644	true	1
Olfr645	true	1
Olfr649	true	1
Olfr651	true	1
Olfr652	true	1
Olfr653	true	1
Olfr654	true	1
Olfr655	true	1
Olfr658	true	1
Olfr659	true	1
Olfr665	true	1
Olfr67	true	1
Olfr670	true	1
Olfr672	true	1
Olfr676	true	1
Olfr680-ps1	true	1
Olfr686	true	1
Olfr690	true	1
Olfr70	true	1
Olfr702	true	1
Olfr707	true	1
Olfr709-ps1	true	1
Olfr710	true	1
Olfr711	true	1
Olfr718-ps1	true	1
Olfr731	true	1
Olfr736	true	1
Olfr739	true	1
Olfr740	true	1
Olfr741	true	1
Olfr742	true	1
Olfr743	true	1
Olfr744	true	1
Olfr761	true	1
Olfr763	true	1
Olfr764-ps1	true	1
Olfr765	true	1
Olfr766-ps1	true	1
Olfr767	true	1
Olfr768	true	1
Olfr769	true	1
Olfr770	true	1
Olfr771	true	1
Olfr772	true	1
Olfr773	true	1
Olfr774	true	1
Olfr775	true	1
Olfr776	true	1
Olfr777	true	1
Olfr780	true	1
Olfr781	true	1
Olfr782	true	1
Olfr784	true	1
Olfr785	true	1
Olfr786	true	1
Olfr787	true	1
Olfr788	true	1
Olfr789	true	1
Olfr790	true	1
Olfr791	true	1
Olfr792	true	1
Olfr794	true	1
Olfr796	true	1
Olfr798	true	1
Olfr799	true	1
Olfr800	true	1
Olfr801	true	1
Olfr802	true	1
Olfr803	true	1
Olfr804	true	1
Olfr805	true	1
Olfr806	true	1
Olfr807	true	1
Olfr808	true	1
Olfr809	true	1
Olfr810	true	1
Olfr811	true	1
Olfr812	true	1
Olfr813	true	1
Olfr814	true	1
Olfr815	true	1
Olfr816	true	1
Olfr818	true	1
Olfr819	true	1
Olfr820	true	1
Olfr821	true	1
Olfr822	true	1
Olfr823	true	1
Olfr824	true	1
Olfr825	true	1
Olfr826	true	1
Olfr827	true	1
Olfr849	true	1
Olfr851	true	1
Olfr853	true	1
Olfr857	true	1
Olfr859	true	1
Olfr860	true	1
Olfr862	true	1
Olfr870	true	1
Olfr871	true	1
Olfr877	true	1
Olfr881	true	1
Olfr883	true	1
Olfr884	true	1
Olfr885	true	1
Olfr887	true	1
Olfr888	true	1
Olfr889	true	1
Olfr890	true	1
Olfr891	true	1
Olfr893	true	1
Olfr894	true	1
Olfr895	true	1
Olfr896-ps1	true	1
Olfr898	true	1
Olfr9	true	1
Olfr901	true	1
Olfr902	true	1
Olfr904	true	1
Olfr905	true	1
Olfr906	true	1
Olfr907	true	1
Olfr910	true	1
Olfr911-ps1	true	1
Olfr912	true	1
Olfr913	true	1
Olfr914	true	1
Olfr916	true	1
Olfr917	true	1
Olfr919	true	1
Olfr920	true	1
Olfr921	true	1
Olfr922	true	1
Olfr923	true	1
Olfr934	true	1
Olfr937	true	1
Olfr938	true	1
Olfr943	true	1
Olfr944	true	1
Olfr945	true	1
Olfr948	true	1
Olfr951	true	1
Olfr952	true	1
Olfr954	true	1
Olfr955	true	1
Olfr957	true	1
Olfr959	true	1
Olfr960	true	1
Olfr961	true	1
Olfr963	true	1
Olfr965	true	1
Olfr967	true	1
Olfr968	true	1
Olfr969	true	1
Olfr97	true	1
Olfr970	true	1
Olfr972	true	1
Olfr974	true	1
Olfr975	true	1
Olfr976	true	1
Olfr98	true	1
Olfr983	true	1
Olfr987	true	1
Olfr988	true	1
Olfr99	true	1
Olfr992	true	1
Omt2a	true	1
Omt2b	true	1
Oosp3	true	1
Ormdl1	true	1
Ormdl2	true	1
Ott	true	1
P2ry10b	true	1
Pa2g4	true	1
Pabpc1	true	1
Pak4	true	1
Pan2	true	1
Pate10	true	1
Pate11	true	1
Pate12	true	1
Pate13	true	1
Pate14	true	1
Pate5	true	1
Pate6	true	1
Pate7	true	1
Pate8	true	1
Pate9	true	1
Pbsn	true	1
Pcbp2	true	1
Pcdhb14	true	1
Pcdhb21	true	1
Pcnp	true	1
Pcp4	true	1
Pdcd6ip	true	1
Pde1b	true	1
Pdzph1	true	1
Pebp1	true	1
Pf4	true	1
Pfn5	true	1
Pga5	true	1
Pgr15l	true	1
Phgr1	true	1
Phxr2	true	1
Pigz	true	1
Pilra	true	1
Pilrb1	true	1
Pilrb2	true	1
Pitx2	true	1
Platr25	true	1
Plekha2	true	1
Pmel	true	1
Pold3	true	1
Polr1has	true	1
Polr2j	true	1
Polr3g	true	1
Polr3gl	true	1
Poteg	true	1
Potegl	true	1
Pphln1	true	1
Ppm1a	true	1
Ppp1r1a	true	1
Ppp1r7	true	1
Ppp2r3d	true	1
Ppp4r2	true	1
Pramel3	true	1
Pramex1	true	1
Prb1	true	1
Prcd	true	1
Prelid1	true	1
Prh1	true	1
Prl	true	1
Prl2a1	true	1
Prl2c1	true	1
Prl2c2	true	1
Prl2c3	true	1
Prl2c5	true	1
Prl5a1	true	1
Prl6a1	true	1
Prl7a1	true	1
Prl7a2	true	1
Prl7b1	true	1
Prl7c1	true	1
Prl7d1	true	1
Prl8a1	true	1
Prl8a2	true	1
Prl8a6	true	1
Prl8a8	true	1
Prl8a9	true	1
Prm1	true	1
Proc	true	1
Prokr1	true	1
Prol1	true	1
Prorsd1	true	1
Prp2	true	1
Prpmp5	true	1
Prr13	true	1
Prrg2	true	1
Prrg3	true	1
Prss28	true	1
Prss29	true	1
Prss30	true	1
Prss32	true	1
Prss34	true	1
Prss39	true	1
Prss40	true	1
Prss42	true	1
Prss43	true	1
Prss44	true	1
Prss46	true	1
Prss47	true	1
Prss52	true	1
Psd3	true	1
Psma1	true	1
Ptbp1	true	1
Ptma	true	1
Ptms	true	1
Pym1	true	1
Pzp	true	1
Rab32	true	1
Rab5b	true	1
Ran	true	1
Rbm31y	true	1
Rbms2	true	1
Rcn3	true	1
Rdh5	true	1
Reep6	true	1
Rhobtb1	true	1
Rhox1	true	1
Rhox10	true	1
Rhox11	true	1
Rhox12	true	1
Rhox2a	true	1
Rhox2b	true	1
Rhox2c	true	1
Rhox2d	true	1
Rhox2e	true	1
Rhox2f	true	1
Rhox2g	true	1
Rhox2h	true	1
Rhox3a	true	1
Rhox3a2	true	1
Rhox3c	true	1
Rhox3e	true	1
Rhox3f	true	1
Rhox3g	true	1
Rhox3h	true	1
Rhox4a	true	1
Rhox4a2	true	1
Rhox4b	true	1
Rhox4c	true	1
Rhox4d	true	1
Rhox4e	true	1
Rhox4f	true	1
Rhox4g	true	1
Rhox5	true	1
Rhox6	true	1
Rhox7a	true	1
Rhox7b	true	1
Rhox8	true	1
Rhox9	true	1
Rinl	true	1
Rnase11	true	1
Rnf113a2	true	1
Rnf135	true	1
Rnf181	true	1
Rnf187	true	1
Rnf41	true	1
Rpl10	true	1
Rpl10-ps3	true	1
Rpl12	true	1
Rpl13a	true	1
Rpl14	true	1
Rpl21	true	1
Rpl27a	true	1
Rpl31	true	1
Rpl36-ps4	true	1
Rpl36a-ps1	true	1
Rpl36al	true	1
Rpl39l	true	1
Rpl4	true	1
Rpl41	true	1
Rpl7a	true	1
